JMG,20080421133103.0,P
JJS,20080422213345.0,S
WCH,20080819005434.0,S
MXI,20080813164629.0,P
YGD,20080421092612.0,P
YGD,20080420082809.0,P
JMG,20080413221419.0,P
LUYA,20080818190622.0,P
WCH,20080825172353.0,S
JMG,20080420211619.0,S
YGD,20080423074615.0,P
JMG,20080802145256.0,P
WXT,20080806000050.0,P
XJI,20080409212138.0,P
MXI,20080420103733.0,P
QCH,20080421053307.0,S
YGD,20080423060735.0,S
MXI,20080414205556.0,P
JJS,20080806083150.0,P
YGD,20080421104634.0,P
YGD,20080419030344.0,P
JJS,20080420110515.0,P
WCH,20080822044724.0,S
JJS,20080411185054.0,P
SPA,20080403032938.0,P
SPA,20080411100409.0,P
JJS,20080419172410.0,S
JJS,20080810202644.0,P
JJS,20080813164639.0,P
WCH,20080422162734.0,P
MXI,20080416071059.0,S
JMG,20080421065036.0,S
PWU,20080418225025.0,S
MXI,20080812202655.0,P
JMG,20080422142125.0,P
MXI,20080419233845.0,P
XCO,20080804002752.0,S
SPA,20080412141719.0,P
WXT,20080815000003.0,P
PWU,20080416140504.0,S
WCH,20080422090537.0,P
HSH,20080825042254.0,S
SPA,20080405180444.0,P
XCO,20080401094400.0,S
WXT,20080802001646.0,P
WCH,20080418141337.0,S
QCH,20080819140016.0,S
YZP,20080423004144.0,S
JJS,20080423021424.0,S
JJS,20080810163002.0,S
MXI,20080408134027.0,S
WCH,20080413180326.0,S
SPA,20080418011722.0,P
MXI,20080411093237.0,S
WCH,20080420172914.0,S
YGD,20080419235021.0,P
YZP,20080422024026.0,S
SPA,20080404190205.0,P
YGD,20080422090414.0,P
XCO,20080810194620.0,P
WDT,20080817104044.0,P
YGD,20080405064647.0,S
XJI,20080418141157.0,S
YGD,20080421093802.0,P
QCH,20080815154226.0,S
QCH,20080819190833.0,P
PWU,20080404173625.0,S
YGD,20080421094453.0,S
PWU,20080803033456.0,P
XCO,20080422100234.0,S
XCO,20080825213004.0,P
JMG,20080831201753.0,S
PWU,20080421121457.0,S
WCH,20080414234926.0,P
WCH,20080413194417.0,S
XCO,20080822093306.0,P
WCH,20080406032922.0,S
WXT,20080810000002.0,P
YGD,20080422091644.0,P
MXI,20080419143340.0,P
YGD,20080404173854.0,P
QCH,20080826001431.0,P
SPA,20080830163405.0,S
QCH,20080816041621.0,S
HSH,20080420204856.0,S
PWU,20080824110426.0,S
SPA,20080830095431.0,P
QCH,20080809070710.0,P
PWU,20080820213950.0,S
YGD,20080419212021.0,P
JMG,20080815233943.0,P
PWU,20080812155042.0,P
YGD,20080422225130.0,P
SPA,20080413083647.0,P
JMG,20080408143214.0,S
PWU,20080803173504.0,S
JJS,20080402225604.0,S
YZP,20080409014046.0,P
JJS,20080821202906.0,P
JJS,20080423003518.0,S
WCH,20080401153728.0,S
MXI,20080420235734.0,S
WCH,20080411122500.0,P
JJS,20080422023939.0,P
JJS,20080401211933.0,P
JMG,20080421133905.0,P
SPA,20080404171955.0,P
WXT,20080803053845.0,P
XCO,20080821072918.0,P
YZP,20080422131147.0,S
WCH,20080422141653.0,P
WCH,20080409205828.0,S
XCO,20080423023452.0,P
QCH,20080421132314.0,S
JJS,20080418133619.0,S
SPA,20080404190001.0,S
SPA,20080405030309.0,P
JMG,20080405053807.0,S
SPA,20080403075956.0,S
YZP,20080404084458.0,S
XCO,20080830221503.0,S
SPA,20080414003106.0,S
WCH,20080422142215.0,P
JJS,20080403075153.0,S
PWU,20080810052534.0,P
WDT,20080827000000.0,P
HSH,20080421185458.0,P
YGD,20080422082430.0,P
PWU,20080822092633.0,P
HSH,20080812113748.0,P
HSH,20080420184049.0,P
YGD,20080421093326.0,S
HSH,20080401192228.0,P
PWU,20080826055833.0,P
QCH,20080408160008.0,P
JMG,20080806103809.0,P
YGD,20080421225933.0,S
QCH,20080401212058.0,S
SPA,20080417221130.0,S
MXI,20080821114107.0,S
PWU,20080814045005.0,P
WCH,20080413145449.0,P
WCH,20080422111645.0,P
QCH,20080805063605.0,P
XCO,20080812100310.0,P
YGD,20080422174540.0,P
MXI,20080419144044.0,S
MXI,20080818172915.0,S
YGD,20080423072004.0,P
QCH,20080801163256.0,S
SPA,20080403112520.0,P
MXI,20080805072719.0,S
MXI,20080819140701.0,P
WXT,20080806174151.0,P
PWU,20080418104420.0,P
PWU,20080827050544.0,P
HSH,20080420190628.0,S
XJI,20080404192429.0,P
SPA,20080413150345.0,S
LUYA,20080827094549.0,P
HSH,20080819211555.0,S
JJS,20080404084728.0,S
JJS,20080820182442.0,P
HSH,20080408162829.0,P
YGD,20080403075227.0,P
JJS,20080805133748.0,P
HSH,20080821024800.0,S
WCH,20080423055023.0,P
JMG,20080412090311.0,S
SPA,20080416073011.0,S
WCH,20080420082019.0,P
PWU,20080818031713.0,S
PWU,20080408171120.0,P
MIAX,20080828082931.0,S
YGD,20080422054527.0,S
QCH,20080813090104.0,P
YGD,20080421131033.0,S
JJS,20080827094644.0,P
YGD,20080419214916.0,S
WCH,20080422211758.0,S
MXI,20080419025826.0,P
SPA,20080827094004.0,P
SPA,20080403000413.0,P
YGD,20080419040135.0,S
PWU,20080808184506.0,P
JMG,20080402165623.0,S
WCH,20080420153537.0,S
PWU,20080420161958.0,P
XCO,20080801041702.0,S
XCO,20080801200134.0,P
MXI,20080413155711.0,S
XCO,20080831032237.0,P
WDT,20080823183435.0,S
JJS,20080422130228.0,S
QCH,20080825073642.0,P
JJS,20080412112847.0,S
YGD,20080413195751.0,S
SPA,20080405171414.0,P
SPA,20080418231929.0,S
HSH,20080811031410.0,P
QCH,20080816121326.0,P
WXT,20080805024144.0,S
JJS,20080422225204.0,P
JJS,20080802145838.0,P
MXI,20080406073929.0,S
SPA,20080406054253.0,S
SPA,20080413233727.0,P
WCH,20080422125748.0,S
WCH,20080412085647.0,S
MXI,20080811182842.0,P
WCH,20080406104612.0,P
WCH,20080423020654.0,S
SPA,20080826083759.0,P
MIAX,20080802050413.0,P
QCH,20080831040935.0,P
WCH,20080422223534.0,S
HSH,20080422142438.0,P
YGD,20080418183710.0,S
JMG,20080415083239.0,P
YGD,20080415011759.0,P
JJS,20080828232653.0,P
JJS,20080820193236.0,P
XJI,20080405214133.0,S
MXI,20080423070429.0,S
YGD,20080422210442.0,P
SPA,20080413161256.0,S
QCH,20080814132126.0,S
JMG,20080816134035.0,S
YGD,20080422090407.0,P
HSH,20080411173552.0,S
HSH,20080802124724.0,S
YZP,20080422212237.0,S
JMG,20080811195021.0,P
WXT,20080901150218.0,P
PWU,20080818011005.0,P
PWU,20080805004946.0,S
YGD,20080421233700.0,P
YGD,20080405010021.0,S
WCH,20080422133647.0,P
PWU,20080805045952.0,S
YGD,20080421135709.0,P
JJS,20080419072505.0,S
XJI,20080815183140.0,S
MXI,20080824024231.0,P
WXT,20080806000038.0,P
JMG,20080816121357.0,P
QCH,20080412090224.0,P
JJS,20080831152557.0,S
MXI,20080409064558.0,S
XCO,20080423070403.0,S
WXT,20080830163242.0,P
WCH,20080818184536.0,S
XJI,20080414234415.0,S
YGD,20080422190353.0,S
YGD,20080422204556.0,P
WCH,20080422081746.0,S
MXI,20080806101905.0,S
MXI,20080815094750.0,S
MXI,20080812082552.0,P
XCO,20080422224451.0,P
MIAX,20080818050221.0,P
HSH,20080820054001.0,S
WDT,20080810083528.0,S
SPA,20080418013053.0,S
JJS,20080803144554.0,S
QCH,20080406090715.0,S
MXI,20080824184443.0,P
SPA,20080404162350.0,P
SPA,20080405030555.0,S
PWU,20080802182537.0,P
XJI,20080413200800.0,S
WCH,20080401211358.0,S
SPA,20080413185248.0,P
SPA,20080404165217.0,P
JJS,20080801025744.0,S
SPA,20080408122949.0,S
XCO,20080410030119.0,P
QCH,20080814091649.0,S
HSH,20080405151359.0,S
QCH,20080812064938.0,P
MIAX,20080828212254.0,P
PWU,20080830163301.0,P
QCH,20080413174620.0,P
XCO,20080811135045.0,S
WCH,20080423001400.0,S
QCH,20080419113139.0,S
XJI,20080806060440.0,S
SPA,20080411142810.0,S
JMG,20080404165807.0,S
WDT,20080825083949.0,P
XJI,20080804171841.0,P
HSH,20080803000710.0,P
XJI,20080412084353.0,P
LUYA,20080822034554.0,S
XJI,20080806124807.0,P
JJS,20080817213443.0,P
MXI,20080810235439.0,P
QCH,20080419141158.0,P
QCH,20080829152321.0,P
JMG,20080819035610.0,S
MXI,20080415180402.0,S
MXI,20080823214547.0,S
MIAX,20080901230319.0,S
XJI,20080402193131.0,S
MXI,20080419114919.0,S
XCO,20080421042851.0,S
YGD,20080422020909.0,S
YGD,20080402230453.0,S
MXI,20080401122329.0,P
MIAX,20080808150025.0,P
YGD,20080422044234.0,S
PWU,20080416071042.0,P
SPA,20080404155037.0,P
YGD,20080420000408.0,P
XJI,20080422222638.0,P
QCH,20080421152921.0,S
PWU,20080812105058.0,P
WCH,20080416092012.0,P
XCO,20080803083058.0,P
PWU,20080825191055.0,S
JJS,20080422223221.0,S
YGD,20080403064915.0,S
QCH,20080802121002.0,P
JMG,20080811101729.0,P
XJI,20080413143746.0,S
YGD,20080414235108.0,S
PWU,20080401094119.0,S
SPA,20080825213124.0,S
JJS,20080413120311.0,P
XCO,20080803234257.0,P
SPA,20080830152138.0,P
JMG,20080818102300.0,S
MXI,20080414175549.0,P
MXI,20080414205240.0,S
JJS,20080411134708.0,S
XJI,20080414070024.0,S
JMG,20080401094319.0,P
SPA,20080813131003.0,P
YGD,20080422042817.0,S
MXI,20080824144302.0,P
WDT,20080810083446.0,P
XCO,20080422215319.0,S
MXI,20080409205858.0,P
XJI,20080823160141.0,S
HSH,20080421180142.0,S
YZP,20080420134025.0,P
QCH,20080816055958.0,S
MXI,20080401210857.0,P
MXI,20080402230201.0,S
YGD,20080422071301.0,P
LUYA,20080822034732.0,P
QCH,20080807033916.0,S
YGD,20080422064954.0,P
JMG,20080825203629.0,P
HSH,20080420190631.0,P
JJS,20080422140241.0,S
PWU,20080831133938.0,P
PWU,20080813125521.0,S
SPA,20080824084001.0,S
XJI,20080405081847.0,P
MXI,20080815071757.0,P
WDT,20080805000006.0,P
HSH,20080413223401.0,S
MIAX,20080825134728.0,S
LUYA,20080828213411.0,P
WCH,20080421073325.0,S
JMG,20080416043013.0,S
JJS,20080831070423.0,S
LUYA,20080828212538.0,P
XJI,20080404173709.0,S
XCO,20080413093723.0,P
JJS,20080422210329.0,P
JJS,20080811070028.0,S
JJS,20080820054026.0,P
PWU,20080420111532.0,P
MXI,20080419113235.0,P
HSH,20080810233039.0,P
MXI,20080819060505.0,S
PWU,20080808215111.0,S
WXT,20080814083139.0,P
XJI,20080828185542.0,P
SPA,20080826154234.0,S
JMG,20080405201450.0,S
MXI,20080406041629.0,P
MXI,20080420092707.0,S
WCH,20080422171420.0,P
HSH,20080412001045.0,P
QCH,20080809053635.0,P
JMG,20080824084413.0,S
YZP,20080422180648.0,P
MIAX,20080817171929.0,S
HSH,20080809053604.0,S
XJI,20080406072309.0,S
YGD,20080420054204.0,P
YGD,20080416124317.0,S
YGD,20080422071557.0,S
XJI,20080817213532.0,S
YGD,20080422091558.0,S
JJS,20080401151025.0,P
YGD,20080403032748.0,P
YGD,20080423060741.0,S
XCO,20080422103243.0,P
WXT,20080823221256.0,S
XJI,20080413153425.0,S
MXI,20080414152236.0,S
YGD,20080423071802.0,S
HSH,20080831163339.0,S
XJI,20080422232023.0,P
PWU,20080418150427.0,S
QCH,20080408120427.0,S
JMG,20080805131009.0,S
YGD,20080422094304.0,P
YGD,20080414190113.0,S
PWU,20080811233030.0,S
XJI,20080406090800.0,P
WCH,20080414082418.0,P
JJS,20080423011541.0,S
HSH,20080803200602.0,S
PWU,20080420145128.0,S
HSH,20080408092852.0,P
YGD,20080408213856.0,S
JMG,20080403085915.0,P
XJI,20080802231430.0,P
JJS,20080803001625.0,S
YGD,20080422025800.0,P
JMG,20080812174012.0,S
WXT,20080829124114.0,S
MXI,20080801025717.0,S
HSH,20080824235235.0,P
SPA,20080414065410.0,P
JJS,20080802070752.0,P
HSH,20080402011934.0,S
YGD,20080414215331.0,S
JJS,20080812061424.0,S
SPA,20080422172624.0,P
SPA,20080404082652.0,P
JMG,20080406023844.0,S
PWU,20080803171008.0,S
MXI,20080802145847.0,P
SPA,20080406040137.0,P
HSH,20080402220022.0,S
SPA,20080406061508.0,S
HSH,20080405122858.0,P
WDT,20080818050433.51,S
PWU,20080811132147.0,P
JJS,20080423032054.0,S
PWU,20080828212220.0,P
PWU,20080404022806.0,P
SPA,20080412004818.0,S
JJS,20080418202028.0,S
XCO,20080418141032.0,P
SPA,20080416072656.0,S
PWU,20080825113305.0,S
WCH,20080412085711.0,S
YGD,20080422141613.0,P
WCH,20080422095556.0,P
JJS,20080801163304.0,P
WCH,20080414162506.0,S
MXI,20080418132703.0,P
MXI,20080414113130.0,P
WDT,20080811083621.0,P
MXI,20080408191203.0,S
WDT,20080816013245.0,S
YGD,20080421071558.0,P
MXI,20080420094659.0,S
HSH,20080414075857.0,P
MXI,20080807233539.0,P
QCH,20080802070725.0,P
WCH,20080422202523.0,S
WCH,20080831163236.0,S
JMG,20080823063438.0,S
SPA,20080404082255.0,S
PWU,20080808115951.0,S
WCH,20080420212417.0,S
JJS,20080413221640.0,S
PWU,20080816203834.0,S
HSH,20080421082136.0,P
QCH,20080802051739.0,P
YGD,20080417163428.0,S
XJI,20080413182843.0,S
WCH,20080819035809.0,P
QCH,20080814181901.0,S
HSH,20080807161640.0,S
MIAX,20080831152513.0,P
HSH,20080825210420.0,S
WCH,20080423073402.0,P
WCH,20080820182427.0,P
QCH,20080812222400.0,S
MXI,20080817213445.0,S
JMG,20080422194338.0,P
MXI,20080805033255.0,S
PWU,20080415160403.0,S
XJI,20080802021309.0,P
QCH,20080414234419.0,S
WXT,20080811161303.0,S
JJS,20080825083730.0,P
HSH,20080416071410.0,S
JMG,20080415195558.0,P
YZP,20080404140048.0,S
MXI,20080808172418.0,S
QCH,20080810065844.0,S
WCH,20080419183608.0,P
YGD,20080421144630.0,P
HSH,20080420193048.0,P
SPA,20080406060627.0,S
MXI,20080809221454.0,P
PWU,20080808062144.0,S
SPA,20080413135400.0,P
HSH,20080401211805.0,P
JMG,20080408102959.0,S
SPA,20080406035944.0,P
SPA,20080405054722.0,P
YGD,20080405220716.0,P
